[dates]
22-Mar,"Green up" in spring
25-May,1st cutting
26-Jun,2nd cutting
26-Jul,3rd cutting
4-Sep,4th cutting
27-Oct,Killing freeze in fall
28-Oct,5th cutting
[iswa],,,,,,,,,,,,,,,,,,,,
65,62,60,57,55,52,48,43,40,36,33,30,27,24,21,18,17,15,13,11,10,9,8,7,6,5,5,5,5,5,5
65,63,61,58,56,53,49,44,41,38,35,32,29,26,23,20,19,17,15,14,13,12,10,9,8,7,7,7,7,7,7
66,63,61,58,57,54,50,46,43,39,36,34,31,28,25,22,22,20,18,16,15,14,13,12,11,10,9,9,9,9,8
66,64,62,59,57,55,51,47,44,41,38,35,33,30,27,25,24,22,20,19,18,17,15,14,13,12,12,11,11,10,10
67,64,63,60,58,56,52,48,45,42,40,37,35,32,29,27,26,24,23,21,20,19,18,17,16,14,14,13,13,12,12
67,65,63,61,59,56,53,49,47,44,41,39,36,34,31,29,28,27,25,24,23,22,20,19,18,16,16,15,15,14,13
68,65,64,61,60,57,54,51,48,45,43,41,38,36,34,31,31,29,28,26,25,24,23,22,20,19,18,17,17,16,15
68,66,64,62,61,58,55,52,49,47,44,42,40,38,36,33,33,31,30,29,28,27,25,24,23,21,20,19,18,18,17
68,66,65,63,61,59,56,53,51,48,46,44,42,40,38,36,35,34,32,31,30,29,28,26,25,23,22,21,20,19,18
69,67,66,63,62,60,57,54,52,50,48,46,44,42,40,38,37,36,35,34,33,32,30,29,27,26,25,23,22,21,20
69,67,66,64,63,61,58,56,53,51,49,48,46,44,42,40,40,38,37,36,35,34,33,31,30,28,27,25,24,23,22
70,68,67,65,64,62,59,57,55,53,51,49,48,46,44,42,42,41,40,39,38,37,35,34,32,30,29,27,26,25,23
70,69,68,66,65,63,61,58,56,54,53,51,50,48,46,45,44,43,42,41,41,39,38,36,35,33,31,30,28,27,25
70,69,68,66,65,63,62,59,57,56,54,53,51,49,48,47,46,45,44,44,43,42,40,38,37,35,33,32,30,28,27
71,70,69,67,66,64,63,61,59,57,56,55,53,51,50,49,49,48,47,46,46,44,42,41,39,37,35,34,32,30,28
71,70,69,68,67,65,64,62,60,59,57,56,55,53,52,51,51,50,49,49,48,47,45,43,42,39,38,36,34,32,30
72,71,70,68,68,66,65,63,61,60,59,58,57,55,54,53,53,52,52,51,51,49,47,46,44,42,40,38,36,34,32
72,71,71,69,68,67,66,64,63,62,61,60,59,57,56,56,55,55,54,54,53,52,50,48,46,44,42,40,38,35,33
73,72,71,70,69,68,67,66,64,63,62,62,61,59,59,58,58,57,57,56,56,54,52,51,49,46,44,42,40,37,35
73,72,72,70,70,69,68,67,65,65,64,63,63,61,61,60,60,59,59,59,58,57,55,53,51,49,46,44,41,39,37
73,73,73,71,71,70,69,68,67,66,66,65,65,63,63,62,62,62,61,61,61,59,57,55,54,51,48,46,43,41,38
74,73,73,72,72,70,70,69,68,68,67,67,66,65,65,64,64,64,64,64,63,62,60,58,56,53,51,48,45,43,40
74,74,74,73,72,71,71,71,69,69,69,69,68,67,67,67,67,66,66,66,66,64,62,60,58,55,53,50,47,44,42
75,74,74,73,73,72,72,72,71,71,70,70,70,69,69,69,69,69,69,69,68,67,65,63,61,58,55,52,49,46,43
75,75,75,74,74,73,73,73,72,72,72,72,72,71,71,71,71,71,71,71,71,69,67,65,63,60,57,54,51,48,45
[iswa-loamy-sand]
45,44,42,41,39,38,37,35,34,33,31,30,28,27,26,24,23,22,20,19,17,16,15,13,12,11,9,8,6,5,5
